"text","label","author","category","original_id"
"I've got a really good UDP joke to tell you but I don’t know if you'll get it.","joke","","Programming","0"
"How many programmers does it take to screw in a light bulb? None. It's a hardware problem.","joke","","Programming","1"
"A guy walks into a bar and asks for 1.4 root beers.
The bartender says ""I'll have to charge you extra, that's a root beer float"".
The guy says ""In that case, better make it a double.""","joke","","Programming","2"
"A programmer puts two glasses on his bedside table before going to sleep.
A full one, in case he gets thirsty, and an empty one, in case he doesn't.","joke","","Programming","3"
"Java and C were telling jokes. It was C's turn, so he writes something on the wall, points to it and says ""Do you get the reference?"" But Java didn't.","joke","","Programming","4"
"A SQL statement walks into a bar and sees two tables.
It approaches, and asks ""may I join you?""","joke","","Programming","5"
"Why did the web developer walk out of a resturant in disgust? The seating was laid out in tables.","joke","","Programming","6"
"Why is 6 afraid of 7 in hexadecimal Canada? Because 7 8 9 A?","joke","","Programming","7"
"Programming is like sex. Make one mistake and you end up supporting it for the rest of your life.","joke","","Programming","8"
"Your mama's so FAT she can't save files bigger than 4GB.","joke","","Programming","9"
"Hey, wanna hear a joke? Parsing HTML with regex.","joke","","Programming","10"
"Why do programmers confuse Halloween and Christmas? Because Oct 31 = Dec 25","joke","","Programming","11"
"// This line doesn't actually do anything, but the code stops working when I delete it.","joke","","Programming","12"
"Why does no one like SQLrillex? He keeps dropping the database.","joke","","Programming","13"
"What do you call a developer who doesn't comment code? A developer.","joke","","Programming","14"
"Why did the Python programmer not respond to the foreign mails he got? Because his interpreter was busy collecting garbage.","joke","","Programming","15"
"Why did the programmer quit his job? Because he didn't get arrays.","joke","","Programming","16"
"How can you tell an extroverted programmer? He looks at YOUR shoes when he's talking.","joke","","Programming","17"
"""Honey, go to the store and buy some eggs.""
""OK.""
""Oh and while you're there, get some milk.""
He never returned.","joke","","Programming","18"
"How do you know God is a shitty programmer? He wrote the OS for an entire universe, but didn't leave a single useful comment.","joke","","Programming","19"
"""We messed up the keming again guys.""","joke","","Programming","20"
"Why are modern programming languages so materialistic? Because they are object-oriented.","joke","","Programming","21"
"If Bill Gates had a dime for every time Windows crashed ... Oh wait, he does.","joke","","Programming","22"
"The glass is neither half-full nor half-empty, the glass is twice as big as it needs to be.","joke","","Programming","23"
"A byte walks into a bar looking miserable.
The bartender asks it: ""What's wrong buddy?""
""Parity error."" it replies.
""Ah that makes sense, I thought you looked a bit off.""","joke","","Programming","24"
"ASCII silly question, get a silly ANSI.","joke","","Programming","25"
"What do you get if you lock a monkey in a room with a typewriter for 8 hours? A regular expression.","joke","","Programming","26"
"Java is like Alzheimer's, it starts off slow, but eventually, your memory is gone.","joke","","Programming","27"
"Two C strings walk into a bar.
The bartender asks ""What can I get ya?""
The first string says ""I'll have a gin and tonic.""
The second string thinks for a minute, then says ""I'll take a tequila sunriseJF()#$JF(#)$(@J#()$@#())!*FNIN!OBN134ufh1ui34hf9813f8h8384h981h3984h5F!##@""
The first string apologizes, ""You'll have to excuse my friend, he's not null-terminated.""","joke","","Programming","28"
"What do you call a group of 8 Hobbits? A Hobbyte.","joke","","Programming","29"
"Saying that Java is nice because it works on every OS is like saying that anal sex is nice because it works on every gender.","joke","","Programming","30"
"Why did the JavaScript heap close shop? It ran out of memory.","joke","","Programming","31"
"What is the best prefix for global variables? //","joke","","Programming","32"
"Today I learned that changing random stuff until your program works is ""hacky"" and a ""bad coding practice"" but if you do it fast enough it's ""Machine Learning"" and pays 4x your current salary.","joke","","Programming","33"
"Eight bytes walk into a bar.
The bartender asks, ""Can I get you anything?""
""Yeah,"" reply the bytes.
""Make us a double.""","joke","","Programming","34"
"There are only 10 kinds of people in this world: those who know binary and those who don't.","joke","","Programming","35"
"""Knock, knock.""
""Who's there?""

[very long pause]

""Java.""","joke","","Programming","36"
"Programming is 10% science, 20% ingenuity, and 70% getting the ingenuity to work with the science.","joke","","Programming","37"
"A man is smoking a cigarette and blowing smoke rings into the air. His girlfriend becomes irritated with the smoke and says ""Can't you see the warning on the cigarette pack? Smoking is hazardous to your health!"" to which the man replies, ""I am a programmer.  We don't worry about warnings; we only worry about errors.""","joke","","Programming","38"
"The generation of random numbers is too important to be left to chance.","joke","","Programming","39"
"Debugging: Removing the needles from the haystack.","joke","","Programming","40"
"Hey Girl,
Roses are #ff0000,
Violets are #0000ff,
I use hex codes,
But I'd use RGB for you.","joke","","Programming","41"
"Debugging is like being the detective in a crime movie where you're also the murderer at the same time.","joke","","Programming","42"
"How do you tell HTML from HTML5?
- Try it out in Internet Explorer
- Did it work?
- No?
- It's HTML5.","joke","","Programming","43"
"Have a great weekend!
I hope your code behaves the same on Monday as it did on Friday.","joke","","Programming","44"
"Judge: ""I sentence you to the maximum punishment...""
Me (thinking): ""Please be death, please be death...""
Judge: ""Learn Java!""
Me: ""Damn.""","joke","","Programming","45"
"What's the object-oriented way to become wealthy? Inheritance.","joke","","Programming","46"
"Why did the functional programmer get thrown out of school? Because he refused to take classes.","joke","","Programming","47"
".NET developers are picky when it comes to food. They only like chicken NuGet.","joke","","Programming","48"
"Why do programmers wear glasses? Because they need to C#","joke","","Programming","49"
"Algorithm: A word used by programmers when they don't want to explain how their code works.","joke","","Programming","50"
"So what's a set of predefined steps the government might take to preserve the environment? An Al-Gore-ithm.","joke","","Programming","51"
"Why do Java programmers hate communism? They don't want to live in a classless society.","joke","","Programming","52"
"Hey baby I wish your name was asynchronous... ... so you'd give me a callback.","joke","","Programming","53"
"Your momma is so fat, you need to switch to NTFS to store a picture of her.","joke","","Programming","54"
"What is a dying programmer's last program? Goodbye, world!","joke","","Programming","55"
"""Can I tell you a TCP joke?""
""Please tell me a TCP joke.""
""OK, I'll tell you a TCP joke.""","joke","","Programming","56"
"I asked my wife if I was the only one she's been with. She said, ""Yes, the others were at least sevens or eights.""","joke","","Pun","57"
"Thank you student loans for getting me through college. I don't think I'll ever be able to repay you.","joke","","Pun","58"
"Why is crucified Jesus always depicted with six-pack abs? He did CrossFit.","joke","","Pun","59"
"Why is every gender equality officer female? Because it's cheaper.","joke","","Misc","60"
"One time I masturbated on a plane. I called it ""highjacking"".","joke","","Pun","61"
"I used to love to tell dad jokes. Dad, come back...","joke","","Misc","62"
"What do you call a cop's penis after he's done masturbating? Pulled pork.","joke","","Pun","63"
"Did you hear about the cheese factory that exploded in France? There was nothing but de brie.","joke","","Pun","64"
"The average penis has... Been in and around my ex-girlfriend's mouth.
Fuck you, Karen!","joke","","Misc","65"
"What kind of car did Whitney Houston drive? A Hyundaiiiiiiiiiiii","joke","","Pun","66"
"I had a granny that we couldn't decide whether to bury or cremate In the end we decided to just let her live.","joke","","Dark","67"
"What do you call crystal clear urine? 1080p.","joke","","Pun","68"
"What happens when you don't obey the KGB? You get Putin jail.","joke","","Pun","69"
"Arguing with a woman is like reading a software's license agreement. In the end you ignore everything and click ""I agree"".","joke","","Misc","70"
"Two reasons I don't give money to homeless people.
1) They are going to spend it all on drugs and alcohol
2) I am going to spend it all on drugs and alcohol.","joke","","Misc","71"
"A neutron walks into a bar and asks for a price on a drink.
The barkeeper says: ""For you... no charge!""","joke","","Misc","72"
"A horse walks into a bar.
""Hey"", the Bartender says.
""Sure"", the horse replies.","joke","","Pun","73"
"My girlfriend left me because I have a fetish for touching pasta. I'm feeling cannelloni now. :'(","joke","","Pun","74"
"What is the least spoken language in the world? Sign language.","joke","","Misc","75"
"9/11 jokes are not funny. The other 2 though, are hilarious!","joke","","Dark","76"
"I WRITE MY JOKES IN CAPITALS. THIS ONE WAS WRITTEN IN PARIS.","joke","","Misc","77"
"What do Japanese cannibals eat? Raw men.","joke","","Dark","78"
"So I made a graph of all my past relationships. It has an ex axis and a why axis.","joke","","Pun","79"
"My wife left me because I'm too insecure and paranoid. Oh wait, never mind. She was just getting the mail.","joke","","Misc","80"
"I have these weird muscle spasms in my gluteus maximus.
I figured out from my doctor that everything was alright:
He said ""Weird flex, butt okay.""","joke","","Pun","81"
"Went to the doctors for a prostate exam.
During the exam he said it's not unusual to become aroused or even ejaculate. But still, I wish he hadn't.","joke","","Misc","82"
"If I make you breakfast in bed, a simple thank you is all I need. Not all this ""How the fuck did you get in my house?!"" nonsense.","joke","","Misc","83"
"My wife divorced me so I stole her wheelchair. Guess who came crawling back.","joke","","Dark","84"
"Why did the Romanian stop reading? They wanted to give the Bucharest.","joke","","Pun","85"
"I hate Russian matryoshka dolls. They're so full of themselves.","joke","","Pun","86"
"Mom asked me where I'm taking her to go out to eat for mother's day. I told her, ""We already have food in the house"".","joke","","Misc","87"
"What's green and smells like pork? Kermit's Fingers.","joke","","Misc","88"
"Oysters hate to give away their pearls because they are shellfish.","joke","","Pun","89"
"How many nice guys does it take to change a lightbulb? None, they'll just compliment it and get pissed off when it won't screw.","joke","","Misc","90"
"What's the difference between an in-law and an outlaw? An outlaw is wanted.","joke","","Misc","91"
"I told my psychiatrist I got suicidal tendencies. He said from now on I have to pay in advance.","joke","","Dark","92"
"My mother said, ""You won't amount to anything because you always procrastinate."" I said, ""Oh yeah... Just you wait.""","joke","","Misc","93"
"What do Asian people call fingers? Limb Limbs.","joke","","Pun","94"
"I didn't vaccinate my 10 kids and the one that survived is fine!","joke","","Dark","95"
"I'm thinking of setting up a comedy group to help people going through cancer treatment. I'll call it ""A Sense of Tumor"".","joke","","Dark","96"
"I've been in 15 school shootings and I was lucky to survive! I just had to be nice with the cops and not resist.","joke","","Dark","97"
"Why are there no pharmacies in Africa? Because you can't use medicine on an empty stomach.","joke","","Dark","98"
"People are like jellybeans and licorice: No one likes the blacks.","joke","","Dark","99"
"What do an orgasm and a pulse have in common? I don't care if she has one.","joke","","Dark","100"
"What's the difference between an apple and a black guy? The apple will eventually fall from the tree that it's hanging from!","joke","","Dark","101"
"Me and my Jewish friend were eating lunch and I farted. He got mad so I said ""cmon man a little gas never killed anyone"".","joke","","Dark","102"
"How long does a black woman take to throw away the garbage? Nine months.","joke","","Dark","103"
"Why are Americans bad at Dota? They can't protect their towers.","joke","","Dark","104"
"Everyone says that Hitler really loved animals. Then why did he kill 6 million of them?","joke","","Dark","105"
"Life's like my dick. The more children you have, the harder it gets.","joke","","Dark","106"
"Why do German showers have 11 holes? Because Jews only have 10 fingers.","joke","","Dark","107"
"What's the most notable similarity between a pedophile and a roller coaster? They both make a child scream, but the first ride's never the last","joke","","Dark","108"
"How do we know Jesus wasn't black? He would have been hung from a tree, not a cross.","joke","","Dark","109"
"My grandma was recently diagnosed with Alzheimer's, and she keeps calling me by the wrong name. Other than that, the sex is great.","joke","","Dark","110"
"What do dermatologists and the KKK have in common? They both remove blackheads.","joke","","Dark","111"
"Muslim women are horrible competitors. No matter what they do, they always get beat.","joke","","Dark","112"
"Stop being homophobic and rude to the LGBTQ+ community. You should be thanking them for saving us plenty of room in heaven.","joke","","Misc","113"
"What did one necrophiliac tell the other necrophiliac after work? ""Let's go have a couple of cold ones!""","joke","","Dark","114"
"White people don't shoot each other in the streets as black people do. They do it in schools because they have class.","joke","","Dark","115"
"Dark humor is like cancer. It's funnier when children get it.","joke","","Dark","116"
"Jokes about anti-vaxxer parents never get old. Just like their kids.","joke","","Dark","117"
"What do you call a kid with no arms and an eyepatch? Names.","joke","","Dark","118"
"What's the difference between a baby and a pile of sand? You can't pick a pile of sand up with a pitchfork.","joke","","Dark","119"
"What's the difference between a baby and a watermelon? One's satisfying to hit with a sledgehammer. The other's a watermelon.","joke","","Dark","120"
"What's the difference between a little girl and a fridge? Fridges don't scream when you put your meat in them.","joke","","Dark","121"
"The six stages of debugging:
1. That can't happen.
2. That doesn't happen on my machine.
3. That shouldn't happen.
4. Why does that happen?
5. Oh, I see.
6. How did that ever work?","joke","","Programming","122"
"I was walking down the street and saw some black guy on a bike and it looked just like mine so I ran home to check. Thankfully he was still chained up in my basement.","joke","","Dark","123"
"What time did the man go to the dentist? Tooth hurt-y.","joke","","Pun","124"
"I'm reading a book about anti-gravity. It's impossible to put down!","joke","","Pun","125"
"How do you generate a random string? Put a Windows user in front of Vim and tell them to exit.","joke","","Programming","126"
"What's the difference between a jew and a pizza? The pizza doesn't scream when you put it in the oven.","joke","","Dark","127"
"What do you use to blindfold an Asian? Floss.","joke","","Misc","128"
"What do you call a pile of kittens? A meowntain.","joke","","Pun","129"
"How does a Jewish person make tea? Hebrews it.","joke","","Pun","130"
"Four engineers get into a car. The car won't start.
The Mechanical engineer says ""It's a broken starter"".
The Electrical engineer says ""Dead battery"".
The Chemical engineer says ""Impurities in the gasoline"".
The IT engineer says ""Hey guys, I have an idea: How about we all get out of the car and get back in"".","joke","","Programming","131"
"Nowadays people are so sensitive, you can't even say ""black paint"" anymore.
Instead, you have to say ""Jamal, please paint the fence"".","joke","","Dark","132"
"Why does Beyonce sing ""to the left, to the left""? Because women don't have rights.","joke","","Misc","133"
"What's black and sits at the top of a stairwell? A paraplegic after a house fire.","joke","","Dark","134"
"Why do Hong Kong cops like to go to work early? To beat the crowd.","joke","","Pun","135"
"What does tofu and a dildo have in common? They're both meat substitutes.","joke","","Misc","136"
"Doctor: ""I have some news about your baby.""
Parents: ""Don't tell us the gender, we want to keep it a surprise.""
Doctor: ""Oh I get it, you're those type of people. Okay, well IT is not breathing.""","joke","","Dark","137"
"If you're here for the yodeling lesson, please form an orderly orderly orderly queue.","joke","","Misc","138"
"What kind of doctor is Dr. Pepper? He's a fizzician.","joke","","Pun","139"
"What's the difference between a hot potato and a flying pig? One's a heated yam, the other's a yeeted ham.","joke","","Misc","140"
"What's the difference between a feminist and a grenade? The grenade actually accomplishes something when it triggers.","joke","","Misc","141"
"When I was a kid, I made a really big sandcastle with my grandma. Unfortunately, that didn't impress anyone at the cremation...","joke","","Dark","142"
"What did the boy with no arms get for Christmas? I don't know, he hasn't opened it yet.","joke","","Dark","143"
"My neighbor is a 90 year old with Alzheimer's, I see him every morning and he asks me If I've seen his wife.
Every day I have to tell this poor man that his wife died 20 years ago.
I could have moved to another house or even ignore his question. But the look of joy in his eyes whenever I answer him is worth the world.","joke","","Misc","144"
"This morning I accidentally made my coffee with Red Bull instead of water. I was already on the highway when I noticed I forgot my car at home.","joke","","Misc","145"
"How did you make your friend rage? I implemented a greek question mark in his JavaScript code.","joke","","Programming","146"
