original_id,filename,file_path,artist,title,genre,downloaded_success
58548079,ИГРА МИРОВ - Рок.mp3,yandex_music_dataset/audio_files/ИГРА МИРОВ - Рок.mp3,ИГРА МИРОВ,Рок,rock,True
558,Black Eyed Peas - Rock That Body.mp3,yandex_music_dataset/audio_files/Black Eyed Peas - Rock That Body.mp3,Black Eyed Peas,Rock That Body,rock,True
103247532,BUSHIDO ZHO - Rock.mp3,yandex_music_dataset/audio_files/BUSHIDO ZHO - Rock.mp3,BUSHIDO ZHO,Rock,rock,True
1710811,Queen - We Will Rock You.mp3,yandex_music_dataset/audio_files/Queen - We Will Rock You.mp3,Queen,We Will Rock You,rock,True
53497069,Radek - Rock Bottom.mp3,yandex_music_dataset/audio_files/Radek - Rock Bottom.mp3,Radek,Rock Bottom,rock,True
29598557,Женя Любич - Рок.mp3,yandex_music_dataset/audio_files/Женя Любич - Рок.mp3,Женя Любич,Рок,rock,True
118939147,FRHAD - Rock Star.mp3,yandex_music_dataset/audio_files/FRHAD - Rock Star.mp3,FRHAD,Rock Star,rock,True
802,"Sparks - Rock, Rock, Rock.mp3","yandex_music_dataset/audio_files/Sparks - Rock, Rock, Rock.mp3",Sparks,"Rock, Rock, Rock",rock,True
113662,The Subways - Rock & Roll Queen.mp3,yandex_music_dataset/audio_files/The Subways - Rock & Roll Queen.mp3,The Subways,Rock & Roll Queen,rock,True
61206877,Bad Connection - Тяжёлый рок.mp3,yandex_music_dataset/audio_files/Bad Connection - Тяжёлый рок.mp3,Bad Connection,Тяжёлый рок,rock,True
140215411,Gordon - Rock That Body.mp3,yandex_music_dataset/audio_files/Gordon - Rock That Body.mp3,Gordon,Rock That Body,rock,True
140421443,KAZIOL - Rock Your Body.mp3,yandex_music_dataset/audio_files/KAZIOL - Rock Your Body.mp3,KAZIOL,Rock Your Body,rock,True
38081853,Ledur - Rock The Body.mp3,yandex_music_dataset/audio_files/Ledur - Rock The Body.mp3,Ledur,Rock The Body,rock,True
122963819,kets4eki - Rock Your Body.mp3,yandex_music_dataset/audio_files/kets4eki - Rock Your Body.mp3,kets4eki,Rock Your Body,rock,True
140849650,Lumarii - Rock That Body.mp3,yandex_music_dataset/audio_files/Lumarii - Rock That Body.mp3,Lumarii,Rock That Body,rock,True
8114387,ArthurKill - Rock Superstar.mp3,yandex_music_dataset/audio_files/ArthurKill - Rock Superstar.mp3,ArthurKill,Rock Superstar,rock,True
10184050,Rob Zombie - Rock And Roll (In A Black Hole).mp3,yandex_music_dataset/audio_files/Rob Zombie - Rock And Roll (In A Black Hole).mp3,Rob Zombie,Rock And Roll (In A Black Hole),rock,True
140280881,Raykirie - Im Rock.mp3,yandex_music_dataset/audio_files/Raykirie - Im Rock.mp3,Raykirie,Im Rock,rock,True
140384871,PureMiND - Rock That Body.mp3,yandex_music_dataset/audio_files/PureMiND - Rock That Body.mp3,PureMiND,Rock That Body,rock,True
28036304,Scorpions - Rock You Like a Hurricane.mp3,yandex_music_dataset/audio_files/Scorpions - Rock You Like a Hurricane.mp3,Scorpions,Rock You Like a Hurricane,rock,True
4348063,Black Moon - Outro.mp3,yandex_music_dataset/audio_files/Black Moon - Outro.mp3,Black Moon,Outro,rock,True
17386795,Hyjak - When We Roll Through.mp3,yandex_music_dataset/audio_files/Hyjak - When We Roll Through.mp3,Hyjak,When We Roll Through,rock,True
17783721,Shabaam Sahdeeq - Stuck off the Realness (feat. Rock of Heltah Skeltah).mp3,yandex_music_dataset/audio_files/Shabaam Sahdeeq - Stuck off the Realness (feat. Rock of Heltah Skeltah).mp3,Shabaam Sahdeeq,Stuck off the Realness (feat. Rock of Heltah Skeltah),rock,True
48853215,Aul purpis - Dirty Weapons.mp3,yandex_music_dataset/audio_files/Aul purpis - Dirty Weapons.mp3,Aul purpis,Dirty Weapons,rock,True
25310907,"Canibus - Bis & Sun Ruck & Rock (feat. Sean Price of Heltah Skeltah, Rock of Heltah Skeltah & Born Sun).mp3","yandex_music_dataset/audio_files/Canibus - Bis & Sun Ruck & Rock (feat. Sean Price of Heltah Skeltah, Rock of Heltah Skeltah & Born Sun).mp3",Canibus,"Bis & Sun Ruck & Rock (feat. Sean Price of Heltah Skeltah, Rock of Heltah Skeltah & Born Sun)",rock,True
45631446,AllinMixtapes - Remember Me.mp3,yandex_music_dataset/audio_files/AllinMixtapes - Remember Me.mp3,AllinMixtapes,Remember Me,rock,True
4350157,Smif-n-Wessun - Stomp Thru.mp3,yandex_music_dataset/audio_files/Smif-n-Wessun - Stomp Thru.mp3,Smif-n-Wessun,Stomp Thru,rock,True
126265604,Erick Sermon - If You Don't Know.mp3,yandex_music_dataset/audio_files/Erick Sermon - If You Don't Know.mp3,Erick Sermon,If You Don't Know,rock,True
4349018,Sean Price - King Kong.mp3,yandex_music_dataset/audio_files/Sean Price - King Kong.mp3,Sean Price,King Kong,rock,True
4228964,Sean Price - Slap Boxing.mp3,yandex_music_dataset/audio_files/Sean Price - Slap Boxing.mp3,Sean Price,Slap Boxing,rock,True
4349032,Sean Price - P. Body.mp3,yandex_music_dataset/audio_files/Sean Price - P. Body.mp3,Sean Price,P. Body,rock,True
36239710,Sean Price - Clans & Cliks.mp3,yandex_music_dataset/audio_files/Sean Price - Clans & Cliks.mp3,Sean Price,Clans & Cliks,rock,True
4228967,Sean Price - Jail Shit.mp3,yandex_music_dataset/audio_files/Sean Price - Jail Shit.mp3,Sean Price,Jail Shit,rock,True
4349023,Sean Price - Church.mp3,yandex_music_dataset/audio_files/Sean Price - Church.mp3,Sean Price,Church,rock,True
114866968,Andy - U Turn.mp3,yandex_music_dataset/audio_files/Andy - U Turn.mp3,Andy,U Turn,rock,True
131789086,Rock - Dna.mp3,yandex_music_dataset/audio_files/Rock - Dna.mp3,Rock,Dna,rock,True
97786559,Classic Rock - Stadium Rock.mp3,yandex_music_dataset/audio_files/Classic Rock - Stadium Rock.mp3,Classic Rock,Stadium Rock,rock,True
97786562,"Classic Rock - One Life, Just Live It.mp3","yandex_music_dataset/audio_files/Classic Rock - One Life, Just Live It.mp3",Classic Rock,"One Life, Just Live It",rock,True
97786558,Classic Rock - Uplifting Airwaves.mp3,yandex_music_dataset/audio_files/Classic Rock - Uplifting Airwaves.mp3,Classic Rock,Uplifting Airwaves,rock,True
97786566,Classic Rock - The March of Light.mp3,yandex_music_dataset/audio_files/Classic Rock - The March of Light.mp3,Classic Rock,The March of Light,rock,True
114098937,Run Music - rock 2023.mp3,yandex_music_dataset/audio_files/Run Music - rock 2023.mp3,Run Music,rock 2023,rock,True
131865417,Tommy-yang - Rock2023.mp3,yandex_music_dataset/audio_files/Tommy-yang - Rock2023.mp3,Tommy-yang,Rock2023,rock,True
113860892,Comfortable Morning - rocks 2023.mp3,yandex_music_dataset/audio_files/Comfortable Morning - rocks 2023.mp3,Comfortable Morning,rocks 2023,rock,True
65850086,House Music - Rock.mp3,yandex_music_dataset/audio_files/House Music - Rock.mp3,House Music,Rock,rock,True
127662731,Alex Greenhouse - Rock Your Body.mp3,yandex_music_dataset/audio_files/Alex Greenhouse - Rock Your Body.mp3,Alex Greenhouse,Rock Your Body,rock,True
113724012,Peter Orloff - Rocky.mp3,yandex_music_dataset/audio_files/Peter Orloff - Rocky.mp3,Peter Orloff,Rocky,rock,True
1695045,Leadbelly with Sarah & Jim  Garland - Rock Of Ages (2023-A).mp3,yandex_music_dataset/audio_files/Leadbelly with Sarah & Jim  Garland - Rock Of Ages (2023-A).mp3,Leadbelly with Sarah & Jim  Garland,Rock Of Ages (2023-A),rock,True
129026632,The Headliners - I Am A Rock.mp3,yandex_music_dataset/audio_files/The Headliners - I Am A Rock.mp3,The Headliners,I Am A Rock,rock,True
109417290,Jeff Driller - Rock Me Baby.mp3,yandex_music_dataset/audio_files/Jeff Driller - Rock Me Baby.mp3,Jeff Driller,Rock Me Baby,rock,True
114641013,Atmozfears - Rock Ya Body.mp3,yandex_music_dataset/audio_files/Atmozfears - Rock Ya Body.mp3,Atmozfears,Rock Ya Body,rock,True
135054971,byekid - Jazz.mp3,yandex_music_dataset/audio_files/byekid - Jazz.mp3,byekid,Jazz,jazz,True
61556465,Basic Instinct - JAZZ.mp3,yandex_music_dataset/audio_files/Basic Instinct - JAZZ.mp3,Basic Instinct,JAZZ,jazz,True
54024975,Sampladelic - Jazz.mp3,yandex_music_dataset/audio_files/Sampladelic - Jazz.mp3,Sampladelic,Jazz,jazz,True
49732426,New Orleans Jazz Club - Jazz.mp3,yandex_music_dataset/audio_files/New Orleans Jazz Club - Jazz.mp3,New Orleans Jazz Club,Jazz,jazz,True
49637450,Jazz Mr. Truba - Jazz.mp3,yandex_music_dataset/audio_files/Jazz Mr. Truba - Jazz.mp3,Jazz Mr. Truba,Jazz,jazz,True
4394428,"Marco Soundee,Eric van Aro - Jazz.mp3","yandex_music_dataset/audio_files/Marco Soundee,Eric van Aro - Jazz.mp3","Marco Soundee,Eric van Aro",Jazz,jazz,True
47374125,Kvistum - Jazz Dance.mp3,yandex_music_dataset/audio_files/Kvistum - Jazz Dance.mp3,Kvistum,Jazz Dance,jazz,True
22435822,Side - Afro Jazz.mp3,yandex_music_dataset/audio_files/Side - Afro Jazz.mp3,Side,Afro Jazz,jazz,True
117999322,YungRemi - Jazz Dance.mp3,yandex_music_dataset/audio_files/YungRemi - Jazz Dance.mp3,YungRemi,Jazz Dance,jazz,True
126461266,El Jorjo - Jazz Dance.mp3,yandex_music_dataset/audio_files/El Jorjo - Jazz Dance.mp3,El Jorjo,Jazz Dance,jazz,True
114535558,0BM - Jazz & Sex.mp3,yandex_music_dataset/audio_files/0BM - Jazz & Sex.mp3,0BM,Jazz & Sex,jazz,True
18873903,Clay Jenkins - Jazz Folk.mp3,yandex_music_dataset/audio_files/Clay Jenkins - Jazz Folk.mp3,Clay Jenkins,Jazz Folk,jazz,True
144341602,SLO - Afro Jazz.mp3,yandex_music_dataset/audio_files/SLO - Afro Jazz.mp3,SLO,Afro Jazz,jazz,True
121754121,LUKE - Jazz Hiphop.mp3,yandex_music_dataset/audio_files/LUKE - Jazz Hiphop.mp3,LUKE,Jazz Hiphop,jazz,True
72411011,Edit - Jazz Bass.mp3,yandex_music_dataset/audio_files/Edit - Jazz Bass.mp3,Edit,Jazz Bass,jazz,True
41919198,Agorvey - Jazz Version.mp3,yandex_music_dataset/audio_files/Agorvey - Jazz Version.mp3,Agorvey,Jazz Version,jazz,True
58786077,Michal Martyniuk - Jazz Dance.mp3,yandex_music_dataset/audio_files/Michal Martyniuk - Jazz Dance.mp3,Michal Martyniuk,Jazz Dance,jazz,True
120418204,Andrés - Ai Jazz.mp3,yandex_music_dataset/audio_files/Andrés - Ai Jazz.mp3,Andrés,Ai Jazz,jazz,True
3334752,The Sound of Musical Orchestra - All That Jazz.mp3,yandex_music_dataset/audio_files/The Sound of Musical Orchestra - All That Jazz.mp3,The Sound of Musical Orchestra,All That Jazz,jazz,True
104877752,lyestouchek - Jazz 60s.mp3,yandex_music_dataset/audio_files/lyestouchek - Jazz 60s.mp3,lyestouchek,Jazz 60s,jazz,True
144034478,Jazz Evening - Атмосфера Нью-Йорка. New York Lounge Jazz.mp3,yandex_music_dataset/audio_files/Jazz Evening - Атмосфера Нью-Йорка. New York Lounge Jazz.mp3,Jazz Evening,Атмосфера Нью-Йорка. New York Lounge Jazz,jazz,True
143971940,Luminote - Chill Jazz. Музыка для Кафе и Ресторанов (Ultra Slowed).mp3,yandex_music_dataset/audio_files/Luminote - Chill Jazz. Музыка для Кафе и Ресторанов (Ultra Slowed).mp3,Luminote,Chill Jazz. Музыка для Кафе и Ресторанов (Ultra Slowed),jazz,True
143196579,Severnote - Jazz Music. Lounge Jazz Music for Relaxation. Джаз Музыка для Отдыха и Фона.mp3,yandex_music_dataset/audio_files/Severnote - Jazz Music. Lounge Jazz Music for Relaxation. Джаз Музыка для Отдыха и Фона.mp3,Severnote,Jazz Music. Lounge Jazz Music for Relaxation. Джаз Музыка для Отдыха и Фона,jazz,True
144056065,Jazz Evening - Smooth Lounge Jazz for Relaxation. Джаз Музыка для Отдыха и Фона.mp3,yandex_music_dataset/audio_files/Jazz Evening - Smooth Lounge Jazz for Relaxation. Джаз Музыка для Отдыха и Фона.mp3,Jazz Evening,Smooth Lounge Jazz for Relaxation. Джаз Музыка для Отдыха и Фона,jazz,True
143971938,Luminote - Chill Jazz. Музыка для Кафе и Ресторанов.mp3,yandex_music_dataset/audio_files/Luminote - Chill Jazz. Музыка для Кафе и Ресторанов.mp3,Luminote,Chill Jazz. Музыка для Кафе и Ресторанов,jazz,True
144056064,Jazz Evening - Лаундж Джаз. Late Night Jazz Lounge Music for a Relaxing Lounge Evenings.mp3,yandex_music_dataset/audio_files/Jazz Evening - Лаундж Джаз. Late Night Jazz Lounge Music for a Relaxing Lounge Evenings.mp3,Jazz Evening,Лаундж Джаз. Late Night Jazz Lounge Music for a Relaxing Lounge Evenings,jazz,True
143971941,Luminote - Chill Jazz. Музыка для Кафе и Ресторанов (Sped Up).mp3,yandex_music_dataset/audio_files/Luminote - Chill Jazz. Музыка для Кафе и Ресторанов (Sped Up).mp3,Luminote,Chill Jazz. Музыка для Кафе и Ресторанов (Sped Up),jazz,True
143971939,Luminote - Chill Jazz. Музыка для Кафе и Ресторанов (Slowed).mp3,yandex_music_dataset/audio_files/Luminote - Chill Jazz. Музыка для Кафе и Ресторанов (Slowed).mp3,Luminote,Chill Jazz. Музыка для Кафе и Ресторанов (Slowed),jazz,True
144200240,Luminote - Дал Джазу. Джаз Музыка для Отдыха и Фона.mp3,yandex_music_dataset/audio_files/Luminote - Дал Джазу. Джаз Музыка для Отдыха и Фона.mp3,Luminote,Дал Джазу. Джаз Музыка для Отдыха и Фона,jazz,True
144200241,Luminote - Дал Джазу. Джаз Музыка для Отдыха и Фона (Slowed).mp3,yandex_music_dataset/audio_files/Luminote - Дал Джазу. Джаз Музыка для Отдыха и Фона (Slowed).mp3,Luminote,Дал Джазу. Джаз Музыка для Отдыха и Фона (Slowed),jazz,True
76784901,#Jazz - Smooth Relaxing Lounge Jazz.mp3,yandex_music_dataset/audio_files/#Jazz - Smooth Relaxing Lounge Jazz.mp3,#Jazz,Smooth Relaxing Lounge Jazz,jazz,True
76784903,#Jazz - Duck Time.mp3,yandex_music_dataset/audio_files/#Jazz - Duck Time.mp3,#Jazz,Duck Time,jazz,True
76784902,#Jazz - Saturday Is Here.mp3,yandex_music_dataset/audio_files/#Jazz - Saturday Is Here.mp3,#Jazz,Saturday Is Here,jazz,True
76784908,#Jazz - Crazy Jazzy Blues.mp3,yandex_music_dataset/audio_files/#Jazz - Crazy Jazzy Blues.mp3,#Jazz,Crazy Jazzy Blues,jazz,True
76784905,#Jazz - Canada South.mp3,yandex_music_dataset/audio_files/#Jazz - Canada South.mp3,#Jazz,Canada South,jazz,True
76784915,#Jazz - Lola Wants David.mp3,yandex_music_dataset/audio_files/#Jazz - Lola Wants David.mp3,#Jazz,Lola Wants David,jazz,True
76784907,#Jazz - Blues in Water.mp3,yandex_music_dataset/audio_files/#Jazz - Blues in Water.mp3,#Jazz,Blues in Water,jazz,True
76784914,#Jazz - Lets Fall in Love.mp3,yandex_music_dataset/audio_files/#Jazz - Lets Fall in Love.mp3,#Jazz,Lets Fall in Love,jazz,True
76784910,#Jazz - Spending More.mp3,yandex_music_dataset/audio_files/#Jazz - Spending More.mp3,#Jazz,Spending More,jazz,True
76784911,#Jazz - Rare Things Lost.mp3,yandex_music_dataset/audio_files/#Jazz - Rare Things Lost.mp3,#Jazz,Rare Things Lost,jazz,True
117202713,Nego Jazz - 2023.mp3,yandex_music_dataset/audio_files/Nego Jazz - 2023.mp3,Nego Jazz,2023,jazz,True
119119563,Shuvo - Global Grove Jazz 2023.mp3,yandex_music_dataset/audio_files/Shuvo - Global Grove Jazz 2023.mp3,Shuvo,Global Grove Jazz 2023,jazz,True
111907865,Cafe Music BGM channel - Breezin' Jazz.mp3,yandex_music_dataset/audio_files/Cafe Music BGM channel - Breezin' Jazz.mp3,Cafe Music BGM channel,Breezin' Jazz,jazz,True
2582403,Subjazz - Jazz Mattazz.mp3,yandex_music_dataset/audio_files/Subjazz - Jazz Mattazz.mp3,Subjazz,Jazz Mattazz,jazz,True
115346307,Norman Jones - Jazz Alliance.mp3,yandex_music_dataset/audio_files/Norman Jones - Jazz Alliance.mp3,Norman Jones,Jazz Alliance,jazz,True
107323059,Night Wanderer - Jazz.mp3,yandex_music_dataset/audio_files/Night Wanderer - Jazz.mp3,Night Wanderer,Jazz,jazz,True
141783139,Skillmann - Jazz.mp3,yandex_music_dataset/audio_files/Skillmann - Jazz.mp3,Skillmann,Jazz,jazz,True
53108601,Deep Lo - Jazz.mp3,yandex_music_dataset/audio_files/Deep Lo - Jazz.mp3,Deep Lo,Jazz,jazz,True
127823451,Scruscru - Brass & Jazz.mp3,yandex_music_dataset/audio_files/Scruscru - Brass & Jazz.mp3,Scruscru,Brass & Jazz,jazz,True
104288788,Jazz For Sleeping - Wonderful Jazz.mp3,yandex_music_dataset/audio_files/Jazz For Sleeping - Wonderful Jazz.mp3,Jazz For Sleeping,Wonderful Jazz,jazz,True
44165051,Af1 - Hiphop.mp3,yandex_music_dataset/audio_files/Af1 - Hiphop.mp3,Af1,Hiphop,hiphop,True
66539615,Frenmad - HipHop.mp3,yandex_music_dataset/audio_files/Frenmad - HipHop.mp3,Frenmad,HipHop,hiphop,True
97765903,￦ET$EASON - HIPHOP.mp3,yandex_music_dataset/audio_files/￦ET$EASON - HIPHOP.mp3,￦ET$EASON,HIPHOP,hiphop,True
117801738,Pansophi - Hiphop.mp3,yandex_music_dataset/audio_files/Pansophi - Hiphop.mp3,Pansophi,Hiphop,hiphop,True
124278371,Billite - Hiphop.mp3,yandex_music_dataset/audio_files/Billite - Hiphop.mp3,Billite,Hiphop,hiphop,True
63523842,Kayno Splits Wigz - HipHop.mp3,yandex_music_dataset/audio_files/Kayno Splits Wigz - HipHop.mp3,Kayno Splits Wigz,HipHop,hiphop,True
4521665,Jack Flash - HIPHOP.mp3,yandex_music_dataset/audio_files/Jack Flash - HIPHOP.mp3,Jack Flash,HIPHOP,hiphop,True
138640772,Smoky - Hiphop.mp3,yandex_music_dataset/audio_files/Smoky - Hiphop.mp3,Smoky,Hiphop,hiphop,True
20536548,Skee-Lo - Hip Hop.mp3,yandex_music_dataset/audio_files/Skee-Lo - Hip Hop.mp3,Skee-Lo,Hip Hop,hiphop,True
93971876,$denero$ - Hiphop Geniuses.mp3,yandex_music_dataset/audio_files/$denero$ - Hiphop Geniuses.mp3,$denero$,Hiphop Geniuses,hiphop,True
1721755,N.A.S.A. - Hip Hop.mp3,yandex_music_dataset/audio_files/N.A.S.A. - Hip Hop.mp3,N.A.S.A.,Hip Hop,hiphop,True
124328714,Youknowwho - HipHop.mp3,yandex_music_dataset/audio_files/Youknowwho - HipHop.mp3,Youknowwho,HipHop,hiphop,True
57712563,Base De Rap - Beat Rap Hip Hop.mp3,yandex_music_dataset/audio_files/Base De Rap - Beat Rap Hip Hop.mp3,Base De Rap,Beat Rap Hip Hop,hiphop,True
143083545,TATTLEBOY - HIP-HOP.mp3,yandex_music_dataset/audio_files/TATTLEBOY - HIP-HOP.mp3,TATTLEBOY,HIP-HOP,hiphop,True
2254988,Cihat - Hip Hop.mp3,yandex_music_dataset/audio_files/Cihat - Hip Hop.mp3,Cihat,Hip Hop,hiphop,True
140452713,NANA - Hip -Hop.mp3,yandex_music_dataset/audio_files/NANA - Hip -Hop.mp3,NANA,Hip -Hop,hiphop,True
35370759,Smindlo - Hip-Hop.mp3,yandex_music_dataset/audio_files/Smindlo - Hip-Hop.mp3,Smindlo,Hip-Hop,hiphop,True
118807554,World Wide Rap - Hip Hop.mp3,yandex_music_dataset/audio_files/World Wide Rap - Hip Hop.mp3,World Wide Rap,Hip Hop,hiphop,True
38958902,Alandra - Hip Hop Background.mp3,yandex_music_dataset/audio_files/Alandra - Hip Hop Background.mp3,Alandra,Hip Hop Background,hiphop,True
111321024,PA$CH - Hip Hop Baby.mp3,yandex_music_dataset/audio_files/PA$CH - Hip Hop Baby.mp3,PA$CH,Hip Hop Baby,hiphop,True
92894605,Skip The Kid - Watch Me.mp3,yandex_music_dataset/audio_files/Skip The Kid - Watch Me.mp3,Skip The Kid,Watch Me,hiphop,True
92894602,Skip The Kid - Heights.mp3,yandex_music_dataset/audio_files/Skip The Kid - Heights.mp3,Skip The Kid,Heights,hiphop,True
140646475,Alterboy - Gabriela.mp3,yandex_music_dataset/audio_files/Alterboy - Gabriela.mp3,Alterboy,Gabriela,hiphop,True
93327175,Hip Hop - Smoke Weed Freestyle.mp3,yandex_music_dataset/audio_files/Hip Hop - Smoke Weed Freestyle.mp3,Hip Hop,Smoke Weed Freestyle,hiphop,True
95303823,Sacramento - Mis cascos.mp3,yandex_music_dataset/audio_files/Sacramento - Mis cascos.mp3,Sacramento,Mis cascos,hiphop,True
72290917,Hip Hop - Chakras (The Lost Tapes).mp3,yandex_music_dataset/audio_files/Hip Hop - Chakras (The Lost Tapes).mp3,Hip Hop,Chakras (The Lost Tapes),hiphop,True
95303813,Sacramento - Intro.mp3,yandex_music_dataset/audio_files/Sacramento - Intro.mp3,Sacramento,Intro,hiphop,True
132784878,Trypper - Its All About Money.mp3,yandex_music_dataset/audio_files/Trypper - Its All About Money.mp3,Trypper,Its All About Money,hiphop,True
33235961,Hip Hop - U Kthym.mp3,yandex_music_dataset/audio_files/Hip Hop - U Kthym.mp3,Hip Hop,U Kthym,hiphop,True
95303814,Sacramento - Bienvenidos a Sacramento.mp3,yandex_music_dataset/audio_files/Sacramento - Bienvenidos a Sacramento.mp3,Sacramento,Bienvenidos a Sacramento,hiphop,True
95303828,Sacramento - Outro.mp3,yandex_music_dataset/audio_files/Sacramento - Outro.mp3,Sacramento,Outro,hiphop,True
95303826,Sacramento - Rockin' with the best.mp3,yandex_music_dataset/audio_files/Sacramento - Rockin' with the best.mp3,Sacramento,Rockin' with the best,hiphop,True
143836026,SnapstrX - Made In Malabar.mp3,yandex_music_dataset/audio_files/SnapstrX - Made In Malabar.mp3,SnapstrX,Made In Malabar,hiphop,True
138185276,Lo Fi Hip Hop - It's not fair.mp3,yandex_music_dataset/audio_files/Lo Fi Hip Hop - It's not fair.mp3,Lo Fi Hip Hop,It's not fair,hiphop,True
111043208,Lofi Hip Hop - Chill.mp3,yandex_music_dataset/audio_files/Lofi Hip Hop - Chill.mp3,Lofi Hip Hop,Chill,hiphop,True
143522798,polino4ka - glory.mp3,yandex_music_dataset/audio_files/polino4ka - glory.mp3,polino4ka,glory,hiphop,True
139746136,Lo Fi Hip Hop - travel toy.mp3,yandex_music_dataset/audio_files/Lo Fi Hip Hop - travel toy.mp3,Lo Fi Hip Hop,travel toy,hiphop,True
109872399,LO-FI BEATS - Гавайи.mp3,yandex_music_dataset/audio_files/LO-FI BEATS - Гавайи.mp3,LO-FI BEATS,Гавайи,hiphop,True
111043215,Lofi Hip Hop - Carrier.mp3,yandex_music_dataset/audio_files/Lofi Hip Hop - Carrier.mp3,Lofi Hip Hop,Carrier,hiphop,True
111043210,Lofi Hip Hop - Rhythm.mp3,yandex_music_dataset/audio_files/Lofi Hip Hop - Rhythm.mp3,Lofi Hip Hop,Rhythm,hiphop,True
112354204,Zeekonthebeat - Hiphop 2023.mp3,yandex_music_dataset/audio_files/Zeekonthebeat - Hiphop 2023.mp3,Zeekonthebeat,Hiphop 2023,hiphop,True
112803219,MARYO RAJA - Hiphop 2023.mp3,yandex_music_dataset/audio_files/MARYO RAJA - Hiphop 2023.mp3,MARYO RAJA,Hiphop 2023,hiphop,True
116282504,сборник - HIPHOP ANTHEM 2023.mp3,yandex_music_dataset/audio_files/сборник - HIPHOP ANTHEM 2023.mp3,сборник,HIPHOP ANTHEM 2023,hiphop,True
116282506,сборник - HIPHOP ANTHEM 2023 (Inst.).mp3,yandex_music_dataset/audio_files/сборник - HIPHOP ANTHEM 2023 (Inst.).mp3,сборник,HIPHOP ANTHEM 2023 (Inst.),hiphop,True
115792565,王波 - Chines Underground HipHop All School Cypher 2023.mp3,yandex_music_dataset/audio_files/王波 - Chines Underground HipHop All School Cypher 2023.mp3,王波,Chines Underground HipHop All School Cypher 2023,hiphop,True
114653715,Morning Night Moon - best 2023.mp3,yandex_music_dataset/audio_files/Morning Night Moon - best 2023.mp3,Morning Night Moon,best 2023,hiphop,True
114655943,Soothing Sonics - spanish 2023.mp3,yandex_music_dataset/audio_files/Soothing Sonics - spanish 2023.mp3,Soothing Sonics,spanish 2023,hiphop,True
111787579,Lil Vikings - FIFA and Hip Hop.mp3,yandex_music_dataset/audio_files/Lil Vikings - FIFA and Hip Hop.mp3,Lil Vikings,FIFA and Hip Hop,hiphop,True
119596069,Yogi B - Hip Hop Era.mp3,yandex_music_dataset/audio_files/Yogi B - Hip Hop Era.mp3,Yogi B,Hip Hop Era,hiphop,True
127823222,Ale Buldrighini - Hip Hop.mp3,yandex_music_dataset/audio_files/Ale Buldrighini - Hip Hop.mp3,Ale Buldrighini,Hip Hop,hiphop,True
